"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","FSC-H_Gain","FSC-W_Gain","SSC-A_Gain","SSC-H_Gain","SSC-W_Gain","R660-A_Gain","R660-H_Gain","R780-A_Gain","R780-H_Gain","B530-A_Gain","B530-H_Gain","B695-A_Gain","B695-H_Gain","V450-A_Gain","V450-H_Gain","V530-A_Gain","V530-H_Gain","V710-A_Gain","V710-H_Gain","Y590-A_Gain","Y590-H_Gain","Y610-A_Gain","Y610-H_Gain","Y670-A_Gain","Y670-H_Gain","Y780-A_Gain","Y780-H_Gain","FSC-A-% rCV","FSC-H-% rCV","FSC-W-% rCV","SSC-A-% rCV","SSC-H-% rCV","SSC-W-% rCV","R660-A-% rCV","R660-H-% rCV","R780-A-% rCV","R780-H-% rCV","B530-A-% rCV","B530-H-% rCV","B695-A-% rCV","B695-H-% rCV","V450-A-% rCV","V450-H-% rCV","V530-A-% rCV","V530-H-% rCV","V710-A-% rCV","V710-H-% rCV","Y590-A-% rCV","Y590-H-% rCV","Y610-A-% rCV","Y610-H-% rCV","Y670-A-% rCV","Y670-H-% rCV","Y780-A-% rCV","Y780-H-% rCV","FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","R660-A","R660-H","R780-A","R780-H","B530-A","B530-H","B695-A","B695-H","V450-A","V450-H","V530-A","V530-H","V710-A","V710-H","Y590-A","Y590-H","Y610-A","Y610-H","Y670-A","Y670-H","Y780-A","Y780-H","Red_LaserDelay","Blue_LaserDelay","Violet_LaserDelay","Yellow_LaserDelay","Red_AreaScalingFactor","Blue_AreaScalingFactor","Violet_AreaScalingFactor","Yellow_AreaScalingFactor"
"09-DEC-2022",2022-12-09 10:23:18,"2022-12-09","10H 23M 18S","Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,5.41,NA,NA,8.07,NA,NA,4.78,NA,7.97,NA,5.37,NA,6.55,NA,11.47,NA,10.48,NA,8.54,NA,5.89,NA,5.67,NA,5.95,NA,9.81,NA,43304.3203125,NA,NA,109160.125,NA,NA,9551.16015625,NA,6703.7001953125,NA,12247.58984375,NA,10352.33984375,NA,9280.9794921875,NA,9059.6396484375,NA,10642.6796875,NA,11074.4404296875,NA,10799.16015625,NA,9989.4404296875,NA,8273.900390625,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08-DEC-2022",2022-12-08 10:19:04,"2022-12-08","10H 19M 4S","Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,6.65,NA,NA,12.42,NA,NA,4.55,NA,9.04,NA,7.2,NA,8.9,NA,12.82,NA,11.59,NA,8.18,NA,7.98,NA,8.34,NA,8.03,NA,11.37,NA,54755.908203125,NA,NA,147488.640625,NA,NA,11990.5502929688,NA,8067.23022460938,NA,17098.5751953125,NA,14273.3701171875,NA,13695.5395507812,NA,13415.5498046875,NA,13881.6899414062,NA,15766.2900390625,NA,15568.509765625,NA,13327.830078125,NA,10615.0200195312,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07-DEC-2022",2022-12-07 13:31:55,"2022-12-07","13H 31M 55S","Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,5.02,NA,NA,7.34,NA,NA,4.18,NA,5.68,NA,4.45,NA,5.42,NA,7.59,NA,7.08,NA,7.22,NA,4.64,NA,4.34,NA,3.99,NA,5.36,NA,44014.318359375,NA,NA,108119.87890625,NA,NA,9158.140625,NA,7917.59008789062,NA,12068.0395507812,NA,11063.1298828125,NA,9329.4296875,NA,8996.3994140625,NA,10794.1499023438,NA,10641.6801757812,NA,10584.6396484375,NA,10215.4301757812,NA,9971.14990234375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07-DEC-2022",2022-12-07 09:00:51,"2022-12-07","9H 0M 51S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,20.62,5.76,20.21,23.24,4.17,23.38,31.12,27.86,35.08,32.28,38.16,37.76,42.54,40.85,37.46,37.6,36.23,36.91,23.05,21.58,41.58,40.93,39.88,40.48,37.72,34.03,35.78,37.91,48609,89685.3125,35697,148595.640625,78208.04296875,122210.5,20429.7744140625,18624.5,22055.8798828125,20101.5,17591.5498046875,14635.5,17857.19921875,14596,17688.21875,16138,18238.888671875,16750,21438.4990234375,18713,23081.44921875,20836,23905.349609375,21319,25586.3994140625,22467,29783.599609375,25894,NA,NA,NA,NA,NA,NA,NA,NA
"06-DEC-2022",2022-12-06 10:17:56,"2022-12-06","10H 17M 56S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,5.56,3.06,2.5,31.6,1.28,30.37,10.43,7.37,15.23,10.62,15.68,13.37,9.06,8.23,7.27,6.52,11.28,6.24,2.09,1.47,15.3,15.58,16.31,13.62,14.75,12.15,18.42,15.85,58864.498046875,82734.921875,46611.5,134769.41796875,70862.87109375,124418.5,22427.4150390625,21992,23495.0546875,22736,20437.80078125,18511.5,20319.810546875,18679.5,22531.3583984375,20399.5,22860.48828125,20943.5,23443.48828125,20808,26443.5498046875,26344,27540.44921875,27419.5,27925.798828125,27331.5,32919.2490234375,31907.5,NA,NA,NA,NA,NA,NA,NA,NA
"06-DEC-2022",2022-12-06 09:32:33,"2022-12-06","9H 32M 33S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,16.61,5.83,14.2,22.9,3.67,22.98,20.27,26.13,24.01,29.15,33.16,33.47,25.93,22.82,33.21,30.77,30.58,30.91,18.94,22.06,28.61,32.09,29.84,31.64,25.82,24.77,27.09,24.14,47874.59765625,88210.75390625,35766,139882.6640625,77530.11328125,114395.5,20638.5595703125,18832,24809.6103515625,22294.5,16795.6357421875,14254,18211.8603515625,14862,18314.1494140625,16756,18494.87890625,16916.5,22075.5595703125,18950,23438.44921875,21308,24090.5,22015,26771.4990234375,23771,34593.6484375,31263,NA,NA,NA,NA,NA,NA,NA,NA
"01-DEC-2022",2022-12-01 10:18:13,"2022-12-01","10H 18M 13S","Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,5.54,NA,NA,10.14,NA,NA,4.96,NA,8.17,NA,6.19,NA,8.75,NA,13.97,NA,14.65,NA,10.93,NA,7.73,NA,7.97,NA,9.58,NA,12.04,NA,54596.869140625,NA,NA,145562.609375,NA,NA,13292.5903320312,NA,11835.3203125,NA,17118.240234375,NA,15282.2700195312,NA,12987.1499023438,NA,12560.7900390625,NA,14616.6000976562,NA,16572.599609375,NA,15911.990234375,NA,14919.3701171875,NA,14481.3403320312,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28-NOV-2022",2022-11-28 11:01:16,"2022-11-28","11H 1M 16S","Unknown","FACSAriaII","1","Administrator",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,3.93,NA,NA,9.87,NA,NA,4.09,NA,5.79,NA,5.53,NA,8.34,NA,8.95,NA,8.88,NA,8.54,NA,4.39,NA,4.45,NA,4.7,NA,7.6,NA,55215.27734375,NA,NA,145285.5859375,NA,NA,12348.740234375,NA,11129.6899414062,NA,16909.904296875,NA,15180.5249023438,NA,13749.08984375,NA,13309.9799804688,NA,14719.1098632812,NA,16200.91015625,NA,15826.740234375,NA,14558.83984375,NA,14881.5502929688,NA,-60.58,0,27.4,-24.33,0.86,0.57,1.02,0.62
"21-NOV-2022",2022-11-21 14:19:58,"2022-11-21","14H 19M 58S","Unknown","FACSAriaII","1","Administrator",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,7.27,NA,NA,6.75,NA,NA,-11.47,NA,-12.43,NA,5.5,NA,6.45,NA,489.26,NA,127.08,NA,58.61,NA,24.82,NA,26.26,NA,29.65,NA,29.91,NA,50828.544921875,NA,NA,133329.8359375,NA,NA,-155.660003662109,NA,-143.619995117188,NA,14401.0498046875,NA,13359.08984375,NA,10.1999998092651,NA,14.2799997329712,NA,43.8600006103516,NA,437.100006103516,NA,374.480010986328,NA,260.399993896484,NA,285.820007324219,NA,-60.58,0,27.4,-24.33,0.86,0.57,1.02,0.62
"18-NOV-2022",2022-11-18 13:43:31,"2022-11-18","13H 43M 31S","Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,48.03,NA,NA,35.58,NA,NA,45.9,NA,44.12,NA,16.66,NA,41.4,NA,50.04,NA,22.07,NA,48,NA,30.33,NA,34.73,NA,42.01,NA,45.31,NA,76881.640625,NA,NA,164626.828125,NA,NA,15882.48046875,NA,10894.48046875,NA,16552.798828125,NA,17009.369140625,NA,16255.7392578125,NA,13648.6201171875,NA,17616.419921875,NA,16282.4404296875,NA,16109.4599609375,NA,16821.83984375,NA,14701.4404296875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17-NOV-2022",2022-11-17 11:20:15,"2022-11-17","11H 20M 15S","Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,49.53,NA,NA,32.54,NA,NA,48.18,NA,43.02,NA,18.66,NA,38.76,NA,45.45,NA,26.01,NA,43.28,NA,27,NA,41.75,NA,41.02,NA,41.84,NA,80434.4765625,NA,NA,170102.8125,NA,NA,13001.48046875,NA,10438.6796875,NA,16991.69921875,NA,15536.490234375,NA,16243.5,NA,13884.2392578125,NA,15423.419921875,NA,16391.560546875,NA,16110.080078125,NA,14749.7998046875,NA,13755.9404296875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16-NOV-2022",2022-11-16 13:14:48,"2022-11-16","13H 14M 48S","Unknown","FACSAriaII","1","Administrator",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,5.42,NA,NA,9.37,NA,NA,4.85,NA,6.54,NA,5.94,NA,6.85,NA,9.14,NA,8.4,NA,8.89,NA,6.29,NA,5.92,NA,5.47,NA,7.04,NA,39537.76953125,NA,NA,101079.23828125,NA,NA,9029.140625,NA,7516.39990234375,NA,11097.044921875,NA,9866.69970703125,NA,9478.349609375,NA,9184.080078125,NA,10678.8896484375,NA,10886.8901367188,NA,10698.1000976562,NA,10148.16015625,NA,10047.099609375,NA,-60.58,0,27.4,-24.33,0.86,0.57,1.02,0.62
"07-NOV-2022",2022-11-07 10:49:44,"2022-11-07","10H 49M 44S","Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,3.59,NA,NA,9.75,NA,NA,3.76,NA,3.98,NA,5.88,NA,6.25,NA,5.49,NA,4.59,NA,7.03,NA,4.05,NA,3.95,NA,3.74,NA,5.22,NA,40449.052734375,NA,NA,101685.43359375,NA,NA,8505.400390625,NA,11842.2001953125,NA,11165.16015625,NA,10498.259765625,NA,8679.1796875,NA,8329.3203125,NA,10537.1098632812,NA,11112.8798828125,NA,10831.400390625,NA,11924.1499023438,NA,15562,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04-NOV-2022",2022-11-04 13:37:19,"2022-11-04","13H 37M 19S","Unknown","2.16.0","Unknown","Unknown",430,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,11.64,NA,NA,19.29,NA,NA,3.91,NA,5.28,NA,17.06,NA,16.64,NA,5.65,NA,5.05,NA,7.71,NA,9.64,NA,9.91,NA,10.41,NA,12.33,NA,36133.5,NA,NA,72405.6015625,NA,NA,9736.169921875,NA,8085.7802734375,NA,8344.80078125,NA,7493.400390625,NA,10178.7802734375,NA,9989.91015625,NA,11559.4501953125,NA,10309.3203125,NA,10037.7900390625,NA,9399.599609375,NA,8475.3896484375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03-NOV-2022",2022-11-03 15:36:01,"2022-11-03","15H 36M 1S","Unknown","2.16.0","Unknown","Unknown",430,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,10.98,NA,NA,18.51,NA,NA,4.18,NA,5.1,NA,16.42,NA,15.73,NA,6.1,NA,5.3,NA,7.67,NA,5.02,NA,5.19,NA,5.97,NA,8.79,NA,36206.25,NA,NA,73479.90234375,NA,NA,9466.03466796875,NA,7982.25,NA,8527.2001953125,NA,7753.2001953125,NA,9969.7099609375,NA,9703.0703125,NA,11148.884765625,NA,10485.7197265625,NA,10376.099609375,NA,9662.93994140625,NA,8992.93505859375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03-NOV-2022",2022-11-03 10:46:26,"2022-11-03","10H 46M 26S","Unknown","2.16.0","Unknown","Unknown",430,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,13.51,NA,NA,24.02,NA,NA,4.18,NA,6.92,NA,20.45,NA,19.06,NA,6.11,NA,5.28,NA,8.37,NA,16.86,NA,17.52,NA,17.77,NA,20.76,NA,38085,NA,NA,80556,NA,NA,9998.0400390625,NA,8593.8603515625,NA,9199.2001953125,NA,8193,NA,10271.7001953125,NA,10087.8798828125,NA,11719.0302734375,NA,9836.189453125,NA,9526.2294921875,NA,8954.189453125,NA,8121.9599609375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02-NOV-2022",2022-11-02 10:10:22,"2022-11-02","10H 10M 22S","Unknown","2.16.0","Unknown","Unknown",430,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,12.52,NA,NA,20.67,NA,NA,4.03,NA,5.29,NA,18.99,NA,17.77,NA,6.04,NA,5.16,NA,7.65,NA,10.49,NA,11.07,NA,11.23,NA,13.42,NA,36578.25,NA,NA,72684.6015625,NA,NA,9447.76513671875,NA,8436.39013671875,NA,8419.80029296875,NA,7684.2001953125,NA,10258.0649414062,NA,10052.5302734375,NA,11776.599609375,NA,10313.7299804688,NA,9966.91455078125,NA,9564.97509765625,NA,8940.9599609375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-NOV-2022",2022-11-01 12:46:06,"2022-11-01","12H 46M 6S","Unknown","2.16.0","Unknown","Unknown",430,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,10.53,NA,NA,17.26,NA,NA,3.97,NA,5.32,NA,15.69,NA,15.71,NA,6.1,NA,5.45,NA,7.93,NA,7.97,NA,8.3,NA,8.98,NA,11.61,NA,35822.625,NA,NA,72590.40234375,NA,NA,9670.919921875,NA,9000.150390625,NA,8314.80029296875,NA,7736.400390625,NA,10142.419921875,NA,9850.02490234375,NA,11578.134765625,NA,10366.96484375,NA,10117.169921875,NA,9640.89013671875,NA,9759.9599609375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-NOV-2022",2022-11-01 12:41:25,"2022-11-01","12H 41M 25S","Unknown","2.16.0","Unknown","Unknown",430,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,12.28,NA,NA,20.55,NA,NA,3.92,NA,5.42,NA,17.94,NA,17.34,NA,6.11,NA,5.18,NA,7.76,NA,9.8,NA,10.16,NA,10.68,NA,13.36,NA,36490.5,NA,NA,75001.8046875,NA,NA,9781.41015625,NA,9422.099609375,NA,8546.400390625,NA,7990.80029296875,NA,10175.75,NA,9891.939453125,NA,11690.75,NA,10273.41015625,NA,9997.4697265625,NA,9588.599609375,NA,9913.6796875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-NOV-2022",2022-11-01 12:36:28,"2022-11-01","12H 36M 28S","Unknown","2.16.0","Unknown","Unknown",430,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,11.6,NA,NA,19.43,NA,NA,4,NA,4.78,NA,17.09,NA,16.76,NA,6.17,NA,5.2,NA,7.99,NA,8.62,NA,9.23,NA,9.64,NA,11.64,NA,36008.625,NA,NA,72819.6015625,NA,NA,9832.740234375,NA,9629.16015625,NA,8352.30029296875,NA,7851.60009765625,NA,10183.830078125,NA,9893.455078125,NA,11847.8046875,NA,10371.0595703125,NA,10114.650390625,NA,9773.18994140625,NA,10308.0595703125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27-OCT-2022",2022-10-27 12:33:11,"2022-10-27","12H 33M 11S","Unknown","2.16.0","Unknown","",430,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,11.4,NA,NA,19.14,NA,NA,3.82,NA,5.1,NA,16.86,NA,16.27,NA,5.59,NA,4.77,NA,7.42,NA,10.03,NA,10.52,NA,10.65,NA,13.18,NA,36046.125,NA,NA,73299.6015625,NA,NA,10100.7001953125,NA,8881.830078125,NA,8455.50048828125,NA,7640.10034179688,NA,10224.7348632812,NA,10016.169921875,NA,11626.615234375,NA,10331.0546875,NA,9923.44482421875,NA,9486.85498046875,NA,8721.40478515625,NA,NA,NA,NA,NA,NA,NA,NA,NA
